"countryCode","postalCode","city","state","stateShort","countyProvince","countyProvinceShort","community","communityShort","latitude","longitude","accuracy"
"LU","L-4906","Dippach","Capellen","CA","Dippach","03","","","49.5877","5.9782","4"
"LU","L-4968","Schouweiler","Capellen","CA","Dippach","03","","","49.5789","5.9571","6"
"LU","L-4970","Bettange-sur-Mess","Capellen","CA","Dippach","03","","","49.5765","5.9949","6"
"LU","L-4970","Sprinkange","Capellen","CA","Dippach","03","","","49.5853","5.9728","6"
"LU","L-4971","Bettange-sur-Mess","Capellen","CA","Dippach","03","","","49.5709","5.995","6"
"LU","L-4972","Dippach","Capellen","CA","Dippach","03","","","49.5877","5.9782","6"
"LU","L-4973","Dippach","Capellen","CA","Dippach","03","","","49.5881","5.9896","6"
"LU","L-4974","Dippach","Capellen","CA","Dippach","03","","","49.5881","5.9862","6"
"LU","L-4975","Bettange-sur-Mess","Capellen","CA","Dippach","03","","","49.5746","5.987","6"
"LU","L-4976","Bettange-sur-Mess","Capellen","CA","Dippach","03","","","49.5743","5.9811","6"
"LU","L-4977","Bettange-sur-Mess","Capellen","CA","Dippach","03","","","49.5762","5.9869","6"
"LU","L-4994","Sprinkange","Capellen","CA","Dippach","03","","","49.5849","5.9658","6"
"LU","L-4994","Schouweiler","Capellen","CA","Dippach","03","","","49.5823","5.9589","6"
"LU","L-4995","Schouweiler","Capellen","CA","Dippach","03","","","49.5793","5.9505","6"
"LU","L-4996","Schouweiler","Capellen","CA","Dippach","03","","","49.5811","5.9546","6"
"LU","L-4997","Schouweiler","Capellen","CA","Dippach","03","","","49.5859","5.9553","6"
"LU","L-4998","Schouweiler","Capellen","CA","Dippach","03","","","49.5814","5.9619","4"
"LU","L-4998","Sprinkange","Capellen","CA","Dippach","03","","","49.5816","5.9653","6"
"LU","L-4999","Sprinkange","Capellen","CA","Dippach","03","","","49.5777","5.9613","6"
"LU","L-4999","Schouweiler","Capellen","CA","Dippach","03","","","49.5797","5.9601","6"
"LU","L-8350","Garnich","Capellen","CA","Garnich","04","","","49.6179","5.9536","6"
"LU","L-8351","Dahlem","Capellen","CA","Garnich","04","","","49.5977","5.9446","6"
"LU","L-8352","Dahlem","Capellen","CA","Garnich","04","","","49.5995","5.9476","6"
"LU","L-8353","Garnich","Capellen","CA","Garnich","04","","","49.616","5.952","4"
"LU","L-8354","Garnich","Capellen","CA","Garnich","04","","","49.6176","5.9507","6"
"LU","L-8355","Garnich","Capellen","CA","Garnich","04","","","49.6132","5.9528","6"
"LU","L-8356","Garnich","Capellen","CA","Garnich","04","","","49.6154","5.9476","6"
"LU","L-8369","Hivange","Capellen","CA","Garnich","04","","","49.6051","5.9285","6"
"LU","L-8376","Kahler","Capellen","CA","Garnich","04","","","49.6326","5.9166","6"
"LU","L-8370","Hobscheid","Capellen","CA","Hobscheid","05","","","49.6952","5.9166","6"
"LU","L-8371","Hobscheid","Capellen","CA","Hobscheid","05","","","49.6827","5.9181","6"
"LU","L-8372","Hobscheid","Capellen","CA","Hobscheid","05","","","49.6872","5.9146","6"
"LU","L-8373","Hobscheid","Capellen","CA","Hobscheid","05","","","49.6892","5.921","6"
"LU","L-8374","Hobscheid","Capellen","CA","Hobscheid","05","","","49.6877","5.9114","6"
"LU","L-8375","Hobscheid","Capellen","CA","Hobscheid","05","","","49.695","5.9183","6"
"LU","L-8460","Eischen","Capellen","CA","Hobscheid","05","","","49.681","5.8778","6"
"LU","L-8461","Eischen","Capellen","CA","Hobscheid","05","","","49.6831","5.8751","6"
"LU","L-8462","Eischen","Capellen","CA","Hobscheid","05","","","49.6839","5.8747","6"
"LU","L-8463","Eischen","Capellen","CA","Hobscheid","05","","","49.6871","5.8767","6"
"LU","L-8464","Eischen","Capellen","CA","Hobscheid","05","","","49.6837","5.8765","6"
"LU","L-8465","Eischen","Capellen","CA","Hobscheid","05","","","49.6838","5.8778","6"
